31390
20200624094748,10.0.0.1,36322,10.0.0.2,5001,3,0.0-1.0,1310720,10485760
20200624094749,10.0.0.1,36322,10.0.0.2,5001,3,1.0-2.0,1179648,9437184
20200624094750,10.0.0.1,36322,10.0.0.2,5001,3,2.0-3.0,1310720,10485760
20200624094751,10.0.0.1,36322,10.0.0.2,5001,3,3.0-4.0,1179648,9437184
20200624094752,10.0.0.1,36322,10.0.0.2,5001,3,4.0-5.0,1179648,9437184
20200624094753,10.0.0.1,36322,10.0.0.2,5001,3,5.0-6.0,1179648,9437184
20200624094754,10.0.0.1,36322,10.0.0.2,5001,3,6.0-7.0,1310720,10485760
20200624094755,10.0.0.1,36322,10.0.0.2,5001,3,7.0-8.0,1179648,9437184
20200624094756,10.0.0.1,36322,10.0.0.2,5001,3,8.0-9.0,1310720,10485760
20200624094757,10.0.0.1,36322,10.0.0.2,5001,3,9.0-10.0,1179648,9437184
20200624094758,10.0.0.1,36322,10.0.0.2,5001,3,10.0-11.0,1179648,9437184
20200624094759,10.0.0.1,36322,10.0.0.2,5001,3,11.0-12.0,1179648,9437184
20200624094800,10.0.0.1,36322,10.0.0.2,5001,3,12.0-13.0,1179648,9437184
20200624094801,10.0.0.1,36322,10.0.0.2,5001,3,13.0-14.0,1310720,10485760
20200624094802,10.0.0.1,36322,10.0.0.2,5001,3,14.0-15.0,1048576,8388608
20200624094803,10.0.0.1,36322,10.0.0.2,5001,3,15.0-16.0,1179648,9437184
20200624094804,10.0.0.1,36322,10.0.0.2,5001,3,16.0-17.0,1179648,9437184
20200624094805,10.0.0.1,36322,10.0.0.2,5001,3,17.0-18.0,1179648,9437184
20200624094806,10.0.0.1,36322,10.0.0.2,5001,3,18.0-19.0,1179648,9437184
20200624094807,10.0.0.1,36322,10.0.0.2,5001,3,19.0-20.0,1310720,10485760
20200624094808,10.0.0.1,36322,10.0.0.2,5001,3,20.0-21.0,1179648,9437184
20200624094809,10.0.0.1,36322,10.0.0.2,5001,3,21.0-22.0,1179648,9437184
20200624094810,10.0.0.1,36322,10.0.0.2,5001,3,22.0-23.0,1179648,9437184
20200624094811,10.0.0.1,36322,10.0.0.2,5001,3,23.0-24.0,1179648,9437184
20200624094812,10.0.0.1,36322,10.0.0.2,5001,3,24.0-25.0,1179648,9437184
20200624094813,10.0.0.1,36322,10.0.0.2,5001,3,25.0-26.0,1310720,10485760
20200624094814,10.0.0.1,36322,10.0.0.2,5001,3,26.0-27.0,1179648,9437184
20200624094815,10.0.0.1,36322,10.0.0.2,5001,3,27.0-28.0,1179648,9437184
20200624094816,10.0.0.1,36322,10.0.0.2,5001,3,28.0-29.0,1179648,9437184
20200624094817,10.0.0.1,36322,10.0.0.2,5001,3,29.0-30.0,1179648,9437184
20200624094817,10.0.0.1,36322,10.0.0.2,5001,3,0.0-30.1,36306944,9644289
